input_text,target_text
"Base caption: Men look conspiratorial and ambitious because they discuss some plans in the office
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Men look conspiratorial and ambitious because they discuss some plans in the office
"Base caption: Couple is smiling and the man looks weird and surprised
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Couple is smiling and the man looks weird and surprised
"Base caption: The worried woman is carrying for the other woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The worried woman is carrying for the other woman
"Base caption: The man and the woman are having fun
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man and the woman are having fun
"Base caption: The man is arguing with the woman
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is arguing with the woman
"Base caption: The nice woman is preparing for a new photo
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The nice woman is preparing for a new photo
"Base caption: The people are confused of what they saw
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The people are confused of what they saw
"Base caption: A man looks despaired because he has been left, but he will stand to the last bullet
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","A man looks despaired because he has been left, but he will stand to the last bullet"
"Base caption: Man is trying to cheer up the sad girl
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Man is trying to cheer up the sad girl
"Base caption: The man is motivating the another man to decisive actions
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is motivating the another man to decisive actions
"Base caption: Worried old woman is talking to the other woman
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Worried old woman is talking to the other woman
"Base caption: The woman is flirting with the man
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The woman is flirting with the man
"Base caption: Man looks dumb and woman looks not noticing him
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Man looks dumb and woman looks not noticing him
"Base caption: The woman is arguing with the other woman
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The woman is arguing with the other woman
"Base caption: The man is flirting with the woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is flirting with the woman
"Base caption: The happy couple is hugging
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The happy couple is hugging
"Base caption: The woman looks displeased at the man
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The woman looks displeased at the man
"Base caption: A man looks cool, serious and cybernetic because he uses futuristic wings to fly and is going to shoot
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","A man looks cool, serious and cybernetic because he uses futuristic wings to fly and is going to shoot"
"Base caption: A man and a woman looks distrustful and smile skeptical
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",A man and a woman looks distrustful and smile skeptical
"Base caption: The annoyed man walks in the room
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The annoyed man walks in the room
"Base caption: The police department team of men are happy to be together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The police department team of men are happy to be together
"Base caption: The man and the woman are having a good time
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man and the woman are having a good time
"Base caption: Two happy women are talking with each other
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two happy women are talking with each other
"Base caption: Anxious couple is amazed about something
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Anxious couple is amazed about something
"Base caption: People look desperate and decisive to do anything to survive
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",People look desperate and decisive to do anything to survive
"Base caption: Happy woman is performing on the stage
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Happy woman is performing on the stage
"Base caption: The man is whispering something to the woman
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",The man is whispering something to the woman
"Base caption: Happy graduates are having a good party
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Happy graduates are having a good party
"Base caption: Man looks having fun and woman looks very interested in something
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Man looks having fun and woman looks very interested in something
"Base caption: Man is disturbed by somebody
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Man is disturbed by somebody
